"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","gas","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"248","WMS","Westmont Public Library","XBR","https://catalog.swanlibraries.net/wms","March",2015,188,"wms",9656,9774,1546,299,2,21277,0.0109208195670373,"WMS Westmont",36,5,35,8,0,7,4,30,5,26,10,6,0,9,3,21,3,22,2,10,4,61,9,0,0,0,49,16,9,3,31,11,10,4,34,5,17,12,6,6,155,22,10,1,30,15,48,5,29,8,0,0,21,9,19,12,49,7,12,1,23,4,11,1,31,5,16,2,15,5,40,14,107,67,8,3,49,18,28,7,21,2,0,0,13,1,18,3,5,19,3,31,4,8,0,13,2,12,5,14,7,111,17,96,39,19,15,10,27,2,19,14,5,3,2,2,20,9,10,4,36,9,0,5,0,0,5,1,21,7,1,2,12,0,29,1,0,11,3,7,2,4,1,0,24,8,4,0,54,17,0,0,20,5,0,0,7,4,75,23,,,,,,,,,,,0,,,,,,427,89
"249","WOS","Worth Public Library District","XBR","https://catalog.swanlibraries.net/wos","March",2015,146,"wos",1072,1033,140,34,0,2279,0.00116973952123316,"WOS Worth",11,0,2,1,0,4,0,9,3,17,0,1,0,1,0,7,1,8,0,5,0,22,0,0,0,0,22,1,7,0,13,0,5,0,11,0,4,2,3,0,37,2,4,0,9,2,22,0,12,0,0,0,8,0,6,0,17,0,6,0,6,0,0,0,4,0,4,0,7,0,11,1,25,3,1,0,16,1,19,0,6,0,0,0,3,2,7,1,2,4,1,14,1,7,0,7,0,1,1,2,1,67,3,22,6,8,0,5,15,0,7,1,1,0,2,0,4,1,0,0,9,0,5,0,0,0,1,0,4,1,2,0,5,0,15,0,0,2,0,2,2,1,0,0,2,1,1,0,18,4,0,0,3,0,18,0,0,0,27,0,,,,,,,,,,,0,,,,,,199,26
"250","WRS","Woodridge Public Library","XBR","https://catalog.swanlibraries.net/wrs","March",2015,307,"wrs",16073,16855,4407,318,3,37656,0.0193276487106432,"WRS Woodridge",36,11,54,6,0,16,1,51,9,47,6,8,2,11,3,35,4,40,1,11,3,106,10,0,0,0,115,17,15,6,63,20,5,6,50,14,27,13,15,4,236,106,12,2,44,32,85,10,33,17,0,0,49,9,45,15,67,22,31,4,20,5,11,0,49,17,21,6,21,8,78,20,174,30,7,6,59,14,50,9,22,3,5,0,31,1,21,4,4,28,7,50,6,17,1,33,6,9,8,19,5,195,24,175,58,36,17,17,53,6,36,12,11,1,3,2,18,6,6,1,31,8,15,4,0,0,9,6,36,14,3,1,15,5,36,3,0,19,6,14,4,9,0,0,37,18,4,0,75,73,0,1,26,4,110,18,12,5,0,0,,,,,,,,,,,0,,,,,,783,147
"251","ADS","Acorn Public Library District","XBR","https://catalog.swanlibraries.net/ads","April",2015,,"ads",1443,1328,140,37,2,2950,0.00590863842938376,"ADS Acorn",0,0,12,3,0,1,1,4,0,7,3,2,0,3,0,1,0,,,0,1,20,1,0,0,0,21,7,4,1,8,2,2,1,9,1,3,1,5,5,37,2,3,0,5,8,24,2,10,3,0,0,8,3,8,2,10,5,1,2,3,0,4,1,12,1,3,0,4,0,13,4,16,1,0,0,15,1,11,0,7,0,0,0,2,1,7,3,2,1,0,4,2,5,0,4,0,1,1,6,1,26,6,20,12,5,0,2,4,0,3,4,1,2,1,0,2,3,0,0,6,1,2,0,0,,0,1,8,1,3,0,2,0,6,2,0,9,3,1,0,0,1,0,6,4,1,0,13,7,0,0,3,1,15,1,3,0,13,3,605,,,,,,,,,,0,,,,,,5,37
"252","AMS","Alsip-Merrionette Park Public Library District","XBR","https://catalog.swanlibraries.net/ams","April",2015,,"ams",1724,1496,226,47,0,3493,0.0069962284860466,"AMS Alsip",3,1,0,0,0,2,0,7,0,5,1,2,0,1,1,4,0,,,0,1,12,0,0,0,0,12,0,2,1,6,3,1,0,4,0,5,0,0,0,14,2,5,0,5,4,8,0,1,1,0,0,1,2,4,2,11,2,3,1,0,0,0,0,4,1,1,0,1,0,6,1,13,1,1,0,10,0,4,0,5,2,0,0,1,0,4,1,1,0,1,9,1,1,1,3,0,1,2,1,0,13,0,19,3,1,1,0,3,0,3,2,1,0,0,0,1,0,1,0,2,0,1,0,0,,0,3,2,1,0,0,2,2,2,0,0,1,1,2,0,1,0,0,3,1,1,0,12,3,0,0,6,0,8,3,0,0,14,2,338,,,,,,,,,,0,,,,,,,21
"253","BCS","Beecher Community Library District","XBR","https://catalog.swanlibraries.net/bcs","April",2015,4,"bcs",345,293,22,10,0,670,0.00134196194836851,"BCS Beecher",3,0,5,2,0,0,0,2,2,3,0,2,0,1,1,1,0,,,1,1,4,1,0,0,0,5,2,0,0,5,0,0,0,3,0,5,0,1,1,8,1,0,0,3,0,1,0,1,1,0,0,4,0,0,0,6,1,1,0,2,0,1,0,2,1,1,0,1,0,4,0,4,0,0,0,4,1,5,0,4,0,0,0,1,0,1,0,0,0,2,2,0,2,0,2,0,1,0,0,0,10,2,8,1,2,1,1,3,1,3,1,1,0,1,0,1,1,0,0,2,0,1,1,0,,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,4,2,1,0,2,4,0,0,5,0,1,2,1,0,9,0,198,,,,,,,,,,0,,,,,,24,3
"254","BFS","Brookfield Public Library","XBR","https://catalog.swanlibraries.net/bfs","April",2015,,"bfs",2013,1926,367,38,1,4345,0.00870272338158388,"BFS Brookfield",8,3,6,2,0,2,1,0,0,13,5,2,0,5,1,4,0,,,3,0,28,2,2,0,0,20,4,4,4,12,0,3,1,7,3,5,5,3,2,47,3,3,0,10,5,20,5,13,5,0,0,9,1,11,1,23,5,3,1,4,1,4,0,10,3,4,1,2,2,25,1,27,1,5,1,27,0,13,4,5,2,1,0,6,0,6,1,0,3,1,8,4,4,0,9,2,3,3,1,2,41,1,55,11,2,2,7,15,2,6,1,1,0,1,0,4,3,2,0,9,2,1,1,0,,2,0,6,3,2,1,6,2,2,1,0,7,0,3,1,1,0,0,9,2,4,2,18,12,0,0,6,0,22,4,1,1,28,5,839,,,,,,,,,,0,,,,,,2,17
"255","BIS","Blue Island Public Library","XBR","https://catalog.swanlibraries.net/bis","April",2015,1,"bis",1233,1114,142,33,0,2522,0.00505138512505283,"BIS Blue Island",5,0,7,1,0,2,1,3,2,0,0,4,0,1,0,3,0,,,2,0,8,0,0,0,0,12,0,3,0,8,1,3,0,4,0,2,1,0,0,20,3,1,1,7,5,12,2,5,3,0,0,5,1,1,2,4,3,6,0,2,0,3,1,4,3,5,0,4,0,9,2,14,3,0,0,5,1,8,0,2,0,0,0,3,0,0,1,1,3,0,9,0,3,0,5,0,7,0,1,0,12,3,16,6,2,0,1,6,1,5,1,0,0,1,0,0,1,2,0,3,1,8,0,0,,1,0,8,2,0,0,4,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,4,4,0,0,5,0,14,1,1,0,13,3,390,,,,,,,,,,0,,,,,,8,36
"256","BKS","Berkeley Public Library","XBR","https://catalog.swanlibraries.net/bks","April",2015,1,"bks",265,200,36,14,0,515,0.00103150806479072,"BKS Berkeley",5,2,1,1,0,0,0,5,2,2,0,0,0,1,1,1,1,,,2,0,1,2,0,0,0,5,1,1,1,2,1,0,1,1,1,1,0,3,0,10,6,1,1,2,5,10,1,2,0,0,0,0,1,2,2,3,1,5,2,0,0,1,0,3,2,1,1,3,1,5,0,7,3,1,1,5,1,3,1,1,1,0,0,2,1,0,2,0,0,0,1,4,2,0,4,2,2,1,0,1,13,1,5,2,1,0,0,2,0,2,1,3,1,1,1,1,2,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,5,0,0,1,0,6,2,1,0,3,1,227,,,,,,,,,,0,,,,,,,5
"257","BPS","Bedford Park Public Library District","XBR","https://catalog.swanlibraries.net/bps","April",2015,,"bps",283,231,61,14,0,589,0.0011797247575956,"BPS Bedford Park",0,2,2,0,0,1,2,1,2,1,4,0,2,0,0,0,0,,,0,0,0,2,0,0,0,1,7,0,4,0,2,0,1,1,1,0,2,0,2,4,2,0,0,0,2,3,0,0,3,0,0,2,2,1,2,2,3,0,2,0,0,0,0,0,2,0,0,0,3,0,1,2,3,0,0,2,3,0,4,0,1,0,0,0,0,0,3,0,1,2,0,1,0,3,0,1,0,3,0,3,1,2,1,2,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,1,0,,0,0,2,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,1,0,0,0,1,1,2,1,0,0,4,146,,,,,,,,,,0,,,,,,11,
"258","BRS","Broadview Public Library District","XBR","https://catalog.swanlibraries.net/brs","April",2015,,"brs",819,725,63,40,0,1647,0.00329882287904917,"BRS Broadview",2,1,3,0,0,1,0,3,0,0,0,1,0,1,0,0,0,,,0,0,4,0,0,0,0,4,1,0,0,0,1,0,1,0,0,2,0,0,0,3,1,0,1,3,2,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,5,1,2,0,0,0,1,0,3,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,4,1,6,1,0,0,0,3,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,2,0,0,5,0,112,,,,,,,,,,0,,,,,,3,19
"259","BVS","Bridgeview Public Library","XBR","https://catalog.swanlibraries.net/bvs","April",2015,2,"bvs",465,373,66,12,0,916,0.00183468230553069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
"260","BWS","Bellwood Public Library","XBR","https://catalog.swanlibraries.net/bws","April",2015,2,"bws",528,455,72,12,0,1067,0.00213712447598389,"BWS Bellwood",0,0,1,0,0,1,0,4,0,5,1,0,0,1,0,3,0,,,0,0,1,1,0,0,0,9,0,0,0,3,1,0,0,3,0,2,0,0,0,10,0,2,0,2,1,10,2,3,1,0,0,2,1,2,0,3,1,3,0,1,0,0,0,4,1,2,0,2,0,5,1,2,1,0,0,1,1,2,0,2,0,0,0,1,0,1,1,0,2,0,7,0,3,0,2,0,0,0,1,2,12,1,8,2,3,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,0,0,4,1,1,0,0,1,2,0,0,2,0,2,0,0,0,0,1,0,0,0,8,0,0,0,0,0,4,0,1,0,10,0,194,,,,,,,,,,0,,,,,,119,19
"261","BYS","Berwyn Public Library","XBR","https://catalog.swanlibraries.net/bys","April",2015,8,"bys",4145,3594,233,85,0,8057,0.0161375931612017,"BYS Berwyn",10,1,5,2,0,3,0,24,6,19,1,2,1,7,0,11,0,,,1,0,0,0,0,0,0,18,2,3,1,9,7,3,2,16,1,4,2,1,2,67,3,6,0,12,4,27,1,5,4,0,0,11,1,8,0,10,5,6,3,1,4,1,0,8,2,3,0,9,1,17,1,31,6,2,0,16,4,14,2,13,0,0,0,4,1,6,1,0,5,2,16,2,6,1,15,2,4,2,1,2,43,6,58,13,8,4,2,6,2,4,2,1,1,0,0,3,8,1,0,11,1,5,2,0,,2,0,8,2,0,0,7,6,3,0,0,3,1,4,1,1,0,0,7,3,0,0,14,12,0,0,3,1,19,4,1,1,22,4,852,,,,,,,,,,0,,,,,,7,64
"262","BZS","Brookfield Zoo -- Library","XBR","https://catalog.swanlibraries.net/bzs","April",2015,,"bzs",10,7,3,0,0,20,4.00585656229407e-05,"BZS Brookfield Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,,,,,,,,,,0,,,,,,,
"263","CAS","Calumet Park Public Library","XBR","https://catalog.swanlibraries.net/cas","April",2015,,"cas",128,115,42,1,0,286,0.000572837488408053,"CAS Calumet Park",2,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,,,1,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,7,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,84,,,,,,,,,,0,,,,,,,1
"264","CCS","Calumet City Public Library","XBR","https://catalog.swanlibraries.net/ccs","April",2015,8,"ccs",2012,1568,133,51,0,3764,0.00753902205023745,"CCS Calumet City",4,0,6,0,0,2,1,3,3,4,0,1,0,1,1,2,0,,,1,0,4,1,0,0,0,0,0,1,0,3,1,0,0,2,0,0,0,1,0,13,0,3,1,2,1,8,1,1,0,0,0,3,0,2,2,4,0,4,1,4,0,1,0,6,0,0,0,4,1,6,1,12,2,0,0,8,2,2,1,3,0,0,0,1,0,1,0,0,1,0,3,2,4,0,1,0,2,1,1,1,15,0,20,1,1,0,2,2,1,5,0,0,0,0,1,4,0,2,0,3,0,0,0,0,,0,2,2,0,1,0,2,0,0,0,0,2,1,2,0,1,1,0,3,0,0,0,8,0,0,0,3,1,5,1,1,0,4,4,260,,,,,,,,,,0,,,,,,115,43
"265","CHS","Chicago Heights Public Library","XBR","https://catalog.swanlibraries.net/chs","April",2015,,"chs",546,471,85,38,0,1140,0.00228333824050762,"CHS Chicago Heights",1,0,7,0,0,0,1,1,1,2,0,3,0,1,0,2,1,,,1,0,6,1,0,0,0,10,0,0,0,4,1,1,0,3,0,4,0,1,0,10,0,0,1,2,0,4,0,1,0,0,0,3,1,1,1,1,2,2,0,5,0,3,0,4,0,1,0,2,0,7,0,5,1,1,0,5,0,1,1,6,0,0,0,5,0,5,0,2,0,0,4,1,2,0,2,0,0,0,1,0,12,2,17,2,4,0,4,3,0,2,1,1,0,0,0,3,0,1,0,1,0,1,0,0,,0,0,2,0,0,1,2,0,2,0,0,4,1,1,0,0,0,0,8,0,0,0,4,0,0,0,1,0,6,1,1,0,11,1,245,,,,,,,,,,0,,,,,,,26
"266","CIS","Cicero Public Library","XBR","https://catalog.swanlibraries.net/cis","April",2015,,"cis",2314,1812,157,22,0,4305,0.00862260625033799,"CIS Cicero",3,1,6,2,0,1,0,3,5,9,1,3,0,2,0,7,2,,,0,0,18,2,0,0,0,11,3,1,0,0,0,2,1,5,0,1,0,0,0,21,4,1,1,5,1,14,2,2,2,0,0,2,2,7,3,8,0,5,4,5,3,7,0,1,4,5,1,2,0,7,3,10,8,1,0,4,8,5,2,3,0,0,0,2,0,2,0,0,2,0,3,2,0,0,13,3,1,2,2,0,16,5,33,9,0,5,2,3,0,3,2,0,0,0,0,4,1,1,0,4,2,2,0,0,,0,1,3,1,2,1,4,2,4,0,0,1,2,3,1,0,1,0,3,5,0,0,9,20,0,0,3,0,9,4,0,0,16,3,474,,,,,,,,,,0,,,,,,27,95
"267","CNS","Clarendon Hills Public Library","XBR","https://catalog.swanlibraries.net/cns","April",2015,,"cns",518,535,47,2,0,1102,0.00220722696582403,"CNS Clarendon Hills",8,0,1,1,0,1,1,5,0,2,0,1,0,1,1,0,1,,,1,0,6,1,0,0,0,9,2,1,0,2,2,0,0,5,1,2,1,2,1,16,3,2,1,4,0,3,0,7,0,0,0,5,2,9,0,2,1,4,0,1,0,2,0,7,5,2,0,4,1,8,1,13,2,0,0,4,1,5,0,0,0,0,0,0,0,2,0,0,4,1,3,0,1,0,3,0,4,1,2,2,14,1,7,2,4,2,1,1,0,4,0,0,0,0,0,2,0,0,0,5,0,7,0,0,,0,0,0,0,0,0,2,1,3,0,0,4,0,1,0,1,0,0,4,2,0,0,5,3,0,0,4,0,8,0,1,0,5,5,296,,,,,,,,,,0,,,,,,,6
"268","CRS","Chicago Ridge Public Library","XBR","https://catalog.swanlibraries.net/crs","April",2015,,"crs",1192,1052,78,49,0,2371,0.00474894295459962,"CRS Chicago Ridge",1,0,7,2,0,3,0,9,1,4,0,1,0,1,0,3,0,,,0,0,13,5,0,0,0,8,2,2,1,8,3,0,0,0,0,6,0,1,0,18,1,1,1,5,7,6,5,3,0,0,0,4,1,1,2,4,2,1,2,4,1,1,0,1,4,3,0,8,0,4,0,9,1,0,0,7,1,6,0,2,0,0,0,1,0,4,1,0,1,0,3,3,1,0,2,0,0,1,0,1,13,1,17,6,2,1,1,4,1,7,2,1,0,0,0,3,1,0,1,5,1,2,0,0,,2,0,2,1,2,1,0,1,6,0,0,2,2,1,3,0,0,0,1,0,1,0,4,5,0,0,0,1,9,4,1,2,5,3,343,,,,,,,,,,0,"crs",5,0,0,5,6,23
"269","CTS","Crete Public Library District","XBR","https://catalog.swanlibraries.net/cts","April",2015,2,"cts",1160,1010,69,19,0,2258,0.00452261205883001,"CTS Crete",4,1,1,2,0,1,0,3,4,7,1,1,0,3,0,1,0,,,5,0,16,3,0,0,0,7,2,3,0,4,0,1,1,7,0,0,0,1,0,22,4,2,0,8,3,15,2,5,3,0,0,4,1,7,2,4,1,3,1,1,0,3,0,6,0,3,0,5,0,3,1,11,3,1,1,4,2,9,0,1,0,1,0,3,0,2,1,1,3,1,11,2,1,1,9,0,1,0,1,0,18,1,19,11,4,3,2,4,0,5,2,0,0,0,0,3,2,1,0,8,0,2,0,0,,2,0,5,3,1,0,2,1,6,1,0,4,0,0,1,2,0,0,3,0,1,0,8,3,0,0,4,2,7,5,0,1,17,2,424,,,,,,,,,,0,"cts",23,0,0,23,11,27
"270","CWS","Crestwood Public Library District","XBR","https://catalog.swanlibraries.net/cws","April",2015,,"cws",566,534,61,5,0,1166,0.00233541437581744,"CWS Crestwood",0,0,2,0,0,2,0,3,0,3,1,0,0,1,0,2,0,,,2,0,3,0,0,0,0,7,0,0,0,2,0,0,1,5,0,1,0,0,0,8,0,2,0,2,2,4,0,2,1,0,0,2,0,4,0,5,0,0,0,1,0,1,0,4,0,0,0,1,1,1,0,6,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,1,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,1,0,2,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,3,0,0,0,5,3,0,0,0,0,4,2,1,0,6,2,145,,,,,,,,,,0,,,,,,,21
"271","DGS","Downers Grove Public Library","XBR","https://catalog.swanlibraries.net/dgs","April",2015,,"dgs",8128,7403,766,160,2,16459,0.0329661965793991,"DGS Downers Grove",46,16,27,6,0,9,3,29,4,24,5,7,0,12,1,17,0,,,9,2,39,7,0,0,0,42,4,7,3,28,11,10,3,28,10,10,5,12,5,0,0,14,1,20,11,53,12,26,8,0,0,19,11,24,8,39,6,7,1,11,2,8,0,29,8,11,4,15,3,43,10,88,11,7,4,55,10,32,5,9,2,1,0,12,0,13,2,2,16,2,35,6,11,0,18,2,12,6,15,3,115,7,106,26,19,8,8,33,3,25,8,4,4,4,3,19,10,3,0,26,2,11,0,0,,4,1,29,8,5,2,17,4,22,3,0,20,5,9,2,9,0,0,29,4,3,1,44,23,0,0,21,5,64,13,8,2,83,12,2120,,,,,,,,,,0,,,,,,4,75
"272","DOS","Dolton Public Library District","XBR","https://catalog.swanlibraries.net/dos","April",2015,,"dos",409,345,20,3,0,777,0.00155627527445125,"DOS Dolton",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,,,4,0,3,0,0,0,0,3,1,0,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,1,0,4,0,3,0,0,0,2,1,2,0,3,0,0,0,2,0,0,0,1,1,1,0,0,0,4,0,6,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,6,0,5,1,0,0,2,4,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,2,1,2,0,6,1,120,,,,,,,,,,0,,,,,,12,17
"273","EPS","Elmwood Park Public Library","XBR","https://catalog.swanlibraries.net/eps","April",2015,1,"eps",787,697,110,15,0,1609,0.00322271160436558,"EPS Elmwood Park",5,1,9,1,0,0,1,8,0,6,3,4,0,2,2,3,0,,,1,0,15,0,0,0,0,13,2,1,0,6,2,2,0,13,4,2,0,2,1,35,1,3,1,0,0,18,1,6,0,0,0,2,1,0,10,11,2,5,0,6,0,3,0,7,2,7,2,1,0,12,0,17,3,2,0,16,0,9,4,9,0,0,0,5,0,3,3,0,1,2,13,0,3,0,6,2,1,1,2,2,33,2,30,8,9,2,1,10,0,7,0,0,0,0,0,2,1,0,0,6,0,3,1,0,,1,2,6,1,0,0,1,0,7,1,0,0,0,0,0,1,1,0,7,1,0,0,16,9,0,0,2,1,12,2,0,0,19,6,560,,,,,,,,,,0,,,,,,,28
"274","ESS","Eisenhower Public Library District","XBR","https://catalog.swanlibraries.net/ess","April",2015,6,"ess",3707,3064,585,134,1,7491,0.0150039357540725,"ESS Eisenhower",7,2,14,3,0,2,1,5,7,6,0,4,0,3,2,12,0,,,2,2,39,3,0,0,0,26,2,1,0,21,1,2,1,12,2,8,3,2,2,58,7,7,0,13,5,0,0,12,6,0,0,9,1,3,2,17,3,7,0,3,1,3,1,10,7,0,0,6,1,14,5,47,5,3,1,18,5,11,0,8,0,2,0,4,0,1,1,0,3,0,6,5,3,0,10,1,2,3,5,0,69,6,69,6,8,2,4,10,0,9,5,1,0,1,0,2,3,1,0,7,2,7,2,0,,3,0,10,4,0,0,3,4,12,2,0,7,1,4,4,3,0,0,6,5,0,0,17,16,0,1,6,1,14,2,0,2,25,3,911,,,,,,,,,,0,,,,,,10,23
"275","EVS","Evergreen Park Public Library","XBR","https://catalog.swanlibraries.net/evs","April",2015,1,"evs",1176,965,133,19,0,2293,0.00459271454867016,"EVS Evergreen Park",4,2,4,0,0,2,0,2,10,3,1,0,0,2,1,1,0,,,0,1,5,4,0,0,0,13,2,2,0,2,1,1,1,2,2,1,1,2,0,13,3,1,2,3,4,10,1,0,0,0,0,2,6,3,0,5,1,0,0,2,1,1,0,3,1,3,1,6,0,3,0,7,1,0,1,7,3,3,4,4,0,0,0,0,0,0,1,0,2,0,2,1,1,0,3,1,1,0,1,1,17,3,11,5,1,0,0,3,0,4,1,0,0,1,1,2,1,0,0,3,4,2,0,0,,0,1,3,2,0,0,0,1,1,1,0,1,2,0,0,0,0,0,6,1,1,0,8,3,0,0,2,0,4,0,0,1,8,6,302,,,,,,,,,,0,,,,,,,28
"276","FMS","Flossmoor Public Library","XBR","https://catalog.swanlibraries.net/fms","April",2015,1,"fms",1812,1612,149,23,0,3596,0.00720253009900474,"FMS Flossmoor",8,0,8,0,0,2,1,11,0,7,1,0,0,4,0,3,1,,,6,0,9,0,0,0,0,20,0,2,0,9,0,1,0,9,1,7,1,3,0,19,1,3,0,8,0,10,0,4,2,0,0,0,0,12,1,7,2,8,1,1,1,3,0,13,0,1,0,1,0,14,1,16,2,1,0,6,1,2,0,5,0,0,0,3,0,4,0,3,1,0,12,0,3,0,8,0,1,1,2,0,19,3,27,4,5,1,1,5,0,9,2,4,0,2,0,4,1,3,0,10,0,2,0,0,,1,0,4,1,2,0,4,1,3,1,0,1,0,1,0,0,0,0,5,0,1,0,10,4,0,0,2,1,19,0,3,0,11,0,475,,,,,,,,,,0,,,,,,15,14
"277","FPD","Franklin Park Public Library District","XGV","http://lnco.ent.sirsi.net/client/franklinpark","April",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"278","FPS","Forest Park Public Library","XBR","https://catalog.swanlibraries.net/fps","April",2015,1,"fps",1627,1233,209,28,0,3097,0.00620306888671237,"FPS Forest Park",6,0,4,0,0,0,1,8,0,5,1,0,0,0,0,8,0,,,5,1,5,0,0,0,0,12,0,2,0,1,2,0,1,5,0,2,0,0,1,19,0,1,0,3,2,15,1,5,1,0,0,6,0,0,0,7,0,3,0,1,0,2,0,8,1,5,0,3,0,9,2,18,1,2,0,7,1,5,1,2,0,0,0,3,0,7,0,1,2,1,5,3,5,0,2,0,2,0,1,0,19,2,17,3,2,0,0,6,0,7,1,1,0,2,0,3,0,1,0,8,0,3,1,0,,3,1,1,0,0,0,1,2,10,0,0,2,2,0,0,0,0,0,3,0,0,0,16,1,0,0,2,3,9,0,0,1,7,1,374,,,,,,,,,,0,,,,,,21,25
