"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","gas","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"113","GAS","Glenwood-Lynwood Public Library District -- Bookmobile","XBR","https://catalog.swanlibraries.net/gws","February",2015,,"gas",0,0,0,1,0,1,5.95249787644638e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"114","GPS","Grande Prairie Public Library District","XBR","https://catalog.swanlibraries.net/gps","February",2015,225,"gps",2715,2656,559,53,0,5983,0.00356137947947787,"GPS Grande Prairie",8,2,14,2,0,5,0,10,2,15,5,3,0,4,1,21,1,11,1,16,0,22,1,0,0,0,52,3,8,1,20,5,2,1,9,2,7,0,4,1,47,3,13,0,11,11,26,3,10,1,0,0,15,2,18,6,15,2,0,0,3,2,11,0,8,3,4,2,14,0,31,8,37,2,2,0,28,1,15,1,10,1,0,0,5,1,4,1,4,5,1,18,0,8,0,5,2,5,1,6,0,72,0,46,4,8,1,2,26,0,13,7,4,0,4,0,3,1,8,0,5,1,5,1,0,0,4,1,17,0,0,0,4,0,17,0,0,5,1,3,0,6,1,0,10,3,1,1,23,14,0,0,3,1,28,7,3,0,33,3,1091,,,,,,,,,,,,,,,,426,78
"115","GWS","Glenwood-Lynwood Public Library District","XBR","https://catalog.swanlibraries.net/gws","February",2015,1521,"gws",882,860,253,6,0,2001,0.00119109482507692,"GWS Glenwood-Lynwood",6,1,7,0,0,1,1,13,3,8,1,2,0,1,0,14,0,14,0,6,0,37,2,0,1,0,41,5,3,3,20,0,3,1,8,1,6,4,3,1,38,0,1,0,12,2,18,2,10,3,0,0,22,3,5,0,13,3,18,0,0,0,6,0,6,1,3,0,9,2,20,0,47,3,4,0,17,2,8,2,4,0,1,0,2,1,7,1,0,11,1,10,1,0,0,5,0,4,1,6,0,43,4,40,4,3,0,2,17,1,7,0,1,2,1,0,7,1,5,0,8,0,5,0,0,0,4,1,14,2,2,0,4,5,12,0,0,6,1,2,1,3,0,0,8,1,2,2,19,14,0,0,3,1,19,1,1,0,42,1,874,,,,,,,,,,,"gws",63,0,0,63,1489,53
"116","HAS","Harvey Public Library District","XBR","https://catalog.swanlibraries.net/has","February",2015,189,"has",1137,1202,204,27,0,2570,0.00152979195424672,"HAS Harvey",2,0,4,0,0,2,1,1,0,4,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,10,0,1,0,0,2,1,0,3,1,0,0,0,0,8,0,2,0,0,0,7,0,2,1,0,0,3,0,3,0,0,0,5,1,3,0,0,0,0,0,0,0,1,0,8,0,8,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,9,0,10,0,0,0,4,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,3,0,5,0,0,0,3,0,158,,,,,,,,,,,,,,,,327,38
"117","HDS","Hinsdale Public Library","XBR","https://catalog.swanlibraries.net/hds","February",2015,1432,"hds",5864,6111,1951,211,0,14137,0.00841504624793225,"HDS Hinsdale",41,4,21,7,0,6,4,14,6,22,5,9,0,11,4,8,11,22,3,8,3,43,8,0,0,0,67,19,14,2,26,10,12,8,30,7,17,7,10,4,127,13,14,0,25,8,45,4,32,10,0,0,34,3,32,8,43,10,15,3,10,1,4,3,0,0,17,6,20,4,41,11,80,12,9,4,44,7,26,4,11,0,0,0,11,1,16,4,4,13,3,22,2,10,0,15,1,13,4,6,4,101,20,105,18,20,7,11,33,5,19,18,10,5,1,0,11,9,0,1,29,4,15,5,0,0,2,2,26,10,5,2,12,7,19,4,0,12,11,9,0,7,2,0,36,12,1,0,56,16,0,1,16,5,46,12,2,2,59,13,2216,,,,,,,,,,,"hds",15,0,258,273,1627,67
"118","HKS","Hodgkins Public Library District","XBR","https://catalog.swanlibraries.net/hks","February",2015,1513,"hks",1303,1340,372,55,1,3071,0.00182801209785668,"HKS Hodgkins",4,0,4,0,0,4,1,5,1,4,0,0,0,0,0,1,0,5,2,1,1,8,1,0,0,0,12,3,1,2,7,0,0,1,7,0,0,0,2,1,11,2,2,0,0,0,5,0,3,1,0,0,6,0,3,0,5,1,4,1,0,1,1,0,1,2,0,0,3,0,7,0,7,1,0,0,10,1,4,1,1,2,2,0,4,1,0,0,0,2,0,1,0,1,0,2,2,0,0,1,1,10,1,10,2,5,1,0,2,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,2,0,0,4,2,0,0,3,0,6,0,1,1,4,2,261,,,,,,,,,,,,,,,,1558,8
"119","HSS","Hillside Public Library","XBR","https://catalog.swanlibraries.net/hss","February",2015,213,"hss",2599,2521,366,31,0,5517,0.00328399307843547,"HSS Hillside",5,2,7,3,0,1,2,4,1,9,1,1,0,4,0,2,0,3,0,3,0,9,2,0,0,0,10,1,1,0,8,0,2,1,3,0,2,1,1,0,24,3,2,1,3,1,1,0,4,3,0,0,3,0,4,1,2,2,4,2,3,0,0,0,2,3,3,0,0,0,5,1,12,3,0,0,6,3,4,1,1,4,0,0,2,0,1,0,0,3,1,6,1,2,0,2,1,0,2,1,2,15,4,19,2,2,1,2,6,1,5,1,2,0,0,1,2,1,0,0,6,0,0,0,0,0,0,0,6,1,0,0,1,1,3,0,0,2,2,1,1,1,0,0,1,0,1,0,15,8,0,0,3,0,7,1,0,1,4,1,355,,,,,,,,,,,"hss",59,0,0,59,489,26
"120","HWS","Homewood Public Library District","XBR","https://catalog.swanlibraries.net/hws","February",2015,1544,"hws",9855,9622,2857,212,1,22547,0.0134210969620237,"HWS Homewood",39,7,27,13,0,8,2,21,9,36,7,6,0,12,4,24,7,28,5,11,3,76,8,0,1,0,76,19,22,4,41,14,6,5,32,3,15,8,13,5,112,26,20,3,29,22,56,1,25,13,0,0,24,7,26,10,36,8,22,3,25,1,9,2,25,14,14,3,26,6,0,0,88,19,9,4,49,17,29,7,26,5,0,0,4,2,21,10,6,10,5,37,4,11,0,12,6,11,5,10,5,126,15,118,20,14,7,13,43,7,28,14,3,4,4,2,18,6,5,1,25,3,11,3,0,0,6,2,17,13,3,2,15,4,22,9,0,14,6,7,6,5,4,0,31,12,3,1,46,32,0,1,21,5,53,16,10,5,64,24,2546,,,,,,,,,,,,,,,,1713,38
"121","INS","Indian Prairie Public Library District","XBR","https://catalog.swanlibraries.net/ins","February",2015,1826,"ins",22819,23005,4880,367,3,51074,0.0304017876541623,"INS Indian Prairie",36,10,41,12,0,13,3,43,14,44,8,15,2,18,4,38,7,39,4,16,2,96,9,0,0,0,104,17,20,7,77,6,12,7,53,11,25,13,15,7,224,29,16,2,42,18,94,10,39,8,0,0,63,5,52,10,69,10,27,5,19,4,14,4,74,16,14,6,37,1,91,8,0,0,9,0,70,14,59,13,39,1,3,0,21,0,28,8,6,18,3,50,9,12,0,19,6,16,12,16,6,181,20,199,37,27,11,7,61,4,44,13,10,2,3,5,32,9,3,0,47,6,25,3,0,0,5,0,42,14,2,0,23,11,42,9,0,20,12,9,5,8,1,0,70,15,8,0,83,69,0,2,27,6,106,13,13,3,157,32,3853,,,,,,,,,,,,,,,,1701,104
"122","JDS","Justice Public Library District","XBR","https://catalog.swanlibraries.net/jds","February",2015,1509,"jds",564,541,168,10,0,1283,0.000763705477548071,"JDS Justice",3,0,1,1,0,1,0,1,0,5,2,2,0,1,0,5,0,4,1,2,0,5,0,0,0,0,7,0,2,0,3,1,0,1,0,0,1,0,1,0,8,2,3,0,1,1,9,0,2,0,0,0,0,1,5,0,4,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,3,0,0,0,2,2,4,1,2,0,0,0,0,0,2,0,1,1,0,2,0,3,0,0,0,2,0,0,1,7,0,7,0,1,0,0,4,0,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,3,0,0,0,1,0,5,1,0,0,3,0,172,,,,,,,,,,,,,,,,1536,32
"123","LGS","LaGrange Public Library","XBR","https://catalog.swanlibraries.net/lgs","February",2015,1586,"lgs",6916,6715,2178,138,0,15947,0.00949244836356905,"LGS La Grange",31,8,27,8,0,13,4,18,8,31,13,7,3,16,3,34,3,33,12,6,3,55,6,0,0,0,77,9,10,4,36,7,5,2,28,6,11,7,9,3,113,19,8,0,33,10,31,1,32,5,0,0,19,5,33,2,26,15,23,1,15,3,4,2,34,13,17,3,20,3,57,10,102,11,5,3,0,0,38,2,20,6,3,0,12,0,10,6,5,15,2,8,1,1,0,18,6,9,6,5,2,79,12,108,17,6,2,7,31,5,26,11,8,0,2,0,17,8,5,1,22,2,14,4,0,0,8,1,33,7,3,1,11,4,19,3,0,15,6,4,1,4,1,0,26,10,4,0,55,36,0,0,17,6,53,10,3,4,83,16,2240,,,,,,,,,,,,,,,,1909,25
"124","LPS","LaGrange Park Public Library District","XBR","https://catalog.swanlibraries.net/lps","February",2015,1538,"lps",4746,4708,1521,110,0,11085,0.00659834389604081,"LPS La Grange Park",38,1,21,7,0,10,1,23,5,19,5,6,1,7,1,16,0,20,2,6,1,59,5,0,0,0,48,3,8,2,22,3,11,1,21,4,18,2,6,0,110,7,6,1,34,10,51,3,25,4,0,0,26,6,35,4,41,4,13,6,14,2,6,2,37,8,6,0,13,1,36,6,89,8,3,0,40,1,0,0,13,2,0,0,11,1,18,0,4,13,1,21,1,4,0,13,5,7,0,10,1,86,12,95,19,21,3,8,33,4,39,6,9,1,1,0,9,7,1,0,24,2,10,4,0,0,5,0,22,4,3,1,11,4,12,1,0,10,2,5,2,1,1,0,33,8,6,0,62,18,0,0,16,4,50,5,4,0,58,8,1936,,,,,,,,,,,,,,,,1920,36
"125","LSS","Lansing Public Library","XBR","https://swanlibs.ent.sirsi.net/client/en_US/lss/","February",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
"126","LYS","Lyons Public Library","XBR","https://catalog.swanlibraries.net/lys","February",2015,208,"lys",2083,2094,231,42,1,4451,0.00264945680480628,"LYS Lyons",4,0,9,3,0,1,0,2,4,3,0,1,0,1,0,6,1,2,0,0,0,20,0,0,0,0,17,2,2,0,9,0,1,2,10,0,1,2,0,0,15,2,3,1,3,3,11,4,3,1,0,0,4,1,9,3,5,2,5,1,1,1,2,0,3,2,5,1,2,2,13,3,18,5,0,0,7,2,6,0,0,0,0,0,6,0,2,1,2,3,2,3,0,0,0,6,2,2,0,1,0,16,3,22,6,2,1,3,4,0,2,5,0,0,0,0,1,4,0,0,4,2,0,2,0,0,1,0,6,1,1,0,0,0,2,0,0,3,1,0,0,0,0,0,5,2,0,1,11,8,0,0,3,0,8,3,0,0,19,0,434,,,,,,,,,,,,,,,,318,39
"127","MAS","The Morton Arboretum -- Sterling Morton Library","XBR","https://catalog.swanlibraries.net/mas","February",2015,61,"mas",198,162,65,2,0,427,0.000254171659324261,"MAS Morton Arboretum",0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,1,0,1,3,2,59,,,,,,,,,,,"mas",215,0,0,215,1259,15
"128","MCS","McCook Public Library District","XBR","https://catalog.swanlibraries.net/mcs","February",2015,1310,"mcs",699,708,129,47,0,1583,0.000942280413841462,"MCS McCook",0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,5,81,,,,,,,,,,,,,,,,1310,1
"129","MDS","Midlothian Public Library","XBR","https://catalog.swanlibraries.net/mds","February",2015,1516,"mds",3000,2950,385,9,0,6344,0.00377626465281759,"MDS Midlothian",5,10,24,12,0,3,0,8,3,9,2,3,0,2,0,6,0,6,0,2,0,22,0,0,0,0,24,2,3,1,12,1,1,0,6,2,4,7,3,1,33,2,3,0,6,1,22,1,7,1,0,0,10,2,5,0,16,1,5,0,6,0,2,0,7,0,6,0,3,0,10,2,17,3,4,0,10,2,7,0,4,0,0,0,7,0,0,0,2,2,0,9,1,4,0,14,1,2,2,4,1,31,3,20,3,2,0,4,9,0,4,1,1,0,1,0,1,1,0,0,9,0,1,0,0,0,0,1,5,0,0,0,0,1,9,0,0,3,0,2,1,0,0,0,5,2,1,0,22,4,0,0,1,0,22,2,1,2,13,2,621,,,,,,,,,,,"mds",46,0,0,46,1619,31
"130","MKS","Markham Public Library -- Bradford Anderson Oglesby Library","XBR","https://catalog.swanlibraries.net/mks","February",2015,197,"mks",325,314,121,9,0,769,0.000457747086698727,"MKS Markham",2,0,2,0,7,0,0,3,0,6,0,1,0,0,0,5,0,1,0,0,0,7,0,0,0,0,8,0,0,0,2,2,0,0,2,0,1,2,2,0,5,1,4,0,2,2,4,0,2,0,0,0,1,0,3,0,8,0,4,0,2,0,2,2,3,0,1,0,4,0,7,0,8,0,0,0,5,0,1,0,0,0,1,0,2,0,2,0,0,1,0,5,0,2,0,1,0,2,0,3,0,5,1,10,2,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,1,0,6,4,0,0,2,0,4,1,0,0,6,1,204,,,,,,,,,,,,,,,,209,31
"131","MPS","Melrose Park Public Library","XBR","https://catalog.swanlibraries.net/mps","February",2015,201,"mps",570,562,205,14,0,1351,0.000804182463107906,"MPS Melrose Park",3,4,4,2,0,2,0,4,1,5,0,3,0,1,0,2,1,5,0,1,0,9,0,0,0,0,7,2,1,0,7,1,2,1,4,0,1,2,1,1,33,2,3,0,4,5,12,3,3,2,0,0,4,2,5,6,4,4,0,1,2,0,0,0,2,1,4,2,3,1,11,2,13,6,1,1,7,2,3,4,1,1,0,0,2,0,2,1,0,0,0,3,1,1,0,12,4,1,1,5,1,20,4,30,4,2,1,0,4,1,4,3,0,0,1,1,2,0,2,0,3,1,1,1,0,0,0,0,2,3,1,0,3,0,2,1,0,1,5,0,0,0,1,0,4,2,0,0,8,13,0,0,6,2,8,3,1,0,9,5,436,,,,,,,,,,,,,,,,244,48
"132","MTS","Matteson Area Public Library District","XBR","https://catalog.swanlibraries.net/mts","February",2015,125,"mts",3393,3206,1073,81,0,7753,0.00461497160360888,"MTS Matteson",11,1,17,1,0,5,0,12,0,19,2,0,0,7,0,18,1,15,2,7,1,36,0,0,0,0,36,9,4,1,21,4,0,0,15,0,9,5,8,0,55,8,12,0,14,7,17,3,11,5,0,0,14,2,8,4,22,2,8,2,10,0,1,0,14,1,4,0,15,1,25,2,43,4,2,1,17,6,16,1,3,0,0,0,6,1,5,1,5,9,2,0,0,11,0,7,0,4,2,2,0,51,3,44,6,8,1,0,13,0,13,4,1,0,1,1,8,0,7,0,6,0,4,1,0,0,6,1,15,4,1,0,7,1,8,0,0,10,2,2,1,2,0,0,9,7,0,1,32,7,0,2,11,1,22,2,4,1,47,2,1062,,,,,,,,,,,"mts",138,0,0,138,383,24
"133","MWS","Maywood Public Library District","XBR","https://catalog.swanlibraries.net/mws","February",2015,,"mws",686,703,232,26,0,1647,0.000980376400250719,"MWS Maywood",1,0,1,1,0,1,1,1,0,12,0,0,0,0,1,6,0,9,0,0,0,8,0,0,0,0,11,0,2,0,3,0,1,0,4,0,0,1,0,2,14,1,0,1,2,2,4,0,4,0,0,0,3,1,1,1,2,1,3,2,5,0,1,0,1,0,4,1,2,1,4,0,4,0,0,0,4,2,3,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,1,5,0,12,3,2,0,1,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,3,0,1,0,5,0,0,0,0,0,10,0,0,0,7,0,222,,,,,,,,,,,,,,,,54,47
"134","NLS","Northlake Public Library District","XBR","https://catalog.swanlibraries.net/nls","February",2015,225,"nls",4195,4229,1005,60,0,9489,0.00564832523495997,"NLS Northlake",14,4,12,3,0,5,1,21,3,18,2,3,0,2,3,13,5,10,1,3,0,30,4,0,0,0,27,3,3,0,32,2,4,1,19,5,5,4,2,3,52,5,4,1,8,9,39,2,9,2,0,0,11,2,7,7,22,6,6,2,5,0,3,0,13,5,4,0,13,1,16,2,44,8,1,1,23,3,15,1,6,0,0,0,7,0,10,6,1,6,3,16,4,6,0,0,0,1,2,5,1,39,3,44,9,10,3,3,25,1,14,3,2,1,2,0,13,1,3,1,8,0,8,0,0,0,3,1,7,3,2,0,9,4,6,1,0,2,4,0,1,1,1,0,13,2,0,1,24,14,0,0,2,0,29,3,3,0,28,6,1056,,,,,,,,,,,,,,,,261,52
"135","NRS","North Riverside Public Library District","XBR","https://catalog.swanlibraries.net/nrs","February",2015,191,"nrs",1539,1627,516,18,0,3700,0.00220242421428516,"NRS North Riverside",10,4,6,2,0,1,0,5,3,6,0,4,1,7,0,4,0,7,2,1,1,20,1,0,0,0,12,4,3,1,5,1,3,3,8,3,2,0,1,0,27,2,3,1,7,4,11,2,5,2,0,0,5,0,10,0,11,1,4,0,8,1,1,0,8,2,4,3,6,0,19,2,17,3,2,0,6,1,4,2,7,0,2,0,8,0,8,1,0,3,0,4,0,3,0,5,1,0,0,4,1,25,6,38,5,5,2,5,9,2,3,2,1,0,0,0,9,1,0,1,4,1,5,1,0,0,3,0,8,0,0,1,7,0,5,1,0,2,1,1,1,2,1,0,5,0,0,0,15,10,0,0,6,1,9,3,2,0,11,3,585,,,,,,,,,,,,,,,,290,27
"136","OES","Oak Park Public Library -- Dole Branch Library","XBR","https://catalog.swanlibraries.net/oes","February",2015,104,"oes",22,18,9,0,0,49,2.91672395945873e-05,"OES Oak Park Dole",13,1,8,5,0,5,2,8,8,15,3,10,2,3,1,11,5,6,3,4,1,22,2,0,0,0,18,4,0,7,8,8,2,1,14,5,4,7,3,3,49,15,7,1,11,8,23,5,5,4,0,0,19,9,17,6,24,6,5,3,6,2,0,2,17,4,6,5,11,1,26,3,32,4,1,0,16,6,14,3,8,3,0,0,1,0,4,5,0,10,1,6,0,1,0,8,4,0,2,0,0,43,4,109,38,21,2,3,12,4,11,5,2,3,0,0,6,2,1,1,15,2,2,1,0,0,1,0,12,5,0,2,4,6,14,5,0,1,2,1,1,0,1,0,10,6,0,1,25,12,0,1,5,2,20,2,3,0,39,14,1133,,,,,,,,,,,,,,,,,8
"137","OLS","Oak Lawn Public Library","XBR","https://catalog.swanlibraries.net/ols","February",2015,1854,"ols",4669,4644,2002,54,0,11369,0.00676739483573189,"OLS Oak Lawn",34,9,53,18,0,8,2,36,8,56,7,11,2,16,7,27,6,52,13,9,2,95,2,0,2,0,88,16,22,4,45,16,13,0,46,8,22,13,17,3,200,16,21,1,34,17,82,3,51,12,0,0,29,3,36,7,65,9,24,4,22,3,9,0,47,8,19,0,32,6,68,13,147,16,11,1,57,5,38,6,30,0,5,0,21,3,34,1,5,21,5,44,1,11,0,33,3,5,4,20,4,0,0,158,18,21,6,12,49,4,41,9,7,1,1,1,22,6,4,0,23,7,23,2,0,0,14,3,40,10,8,2,7,10,33,3,0,19,3,9,9,8,2,0,24,3,6,1,86,29,0,1,27,2,80,5,18,1,100,11,3149,,,,,,,,,,,,,,,,2292,184
"138","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","February",2015,2241,"ops",1,1,2,0,0,4,2.38099915057855e-06,"OPS Oak Park Main",86,10,78,13,0,15,9,86,13,108,21,14,4,36,8,68,7,75,11,26,5,183,16,0,1,0,196,37,44,15,106,13,26,9,83,11,28,11,19,6,433,44,36,3,97,33,181,13,60,22,0,0,68,13,129,26,119,29,60,12,36,4,31,4,104,30,30,11,57,10,172,30,281,18,23,5,150,35,118,9,54,4,9,0,30,0,34,14,8,35,11,50,3,22,1,53,12,25,13,84,22,330,45,0,0,172,32,35,123,20,90,34,10,2,12,3,68,18,15,2,109,5,16,4,0,0,11,4,95,16,11,6,29,14,58,6,0,43,10,16,8,8,6,0,101,26,8,3,186,69,0,7,61,19,166,25,25,11,238,48,6996,,,,,,,,,,,,,,,,1300,182
"139","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","February",2015,157,"ozs",1,1,1,0,0,3,1.78574936293391e-06,"OZS Oak Park Maze",33,14,28,6,0,9,1,23,5,38,7,12,3,10,4,17,2,22,1,5,2,59,7,0,0,0,71,14,15,6,38,9,18,7,20,13,12,11,5,1,126,22,18,4,37,14,60,4,18,8,0,0,30,9,42,12,45,9,14,9,17,3,7,2,39,10,8,7,10,5,55,15,86,15,7,2,39,18,40,6,18,2,1,0,13,2,14,5,1,14,9,28,2,20,0,22,6,10,3,31,16,108,20,325,62,0,0,19,37,3,17,15,6,2,7,1,22,9,5,5,29,6,7,3,0,0,3,1,32,13,2,1,22,9,16,3,0,13,6,6,3,9,1,0,32,12,3,1,65,21,0,0,25,3,49,4,13,5,71,19,2808,,,,,,,,,,,,,,,,,10
"140","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","February",2015,42,"pcs",546,424,313,13,0,1296,0.000771443724787451,"PCS Prairie State College",1,0,2,0,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,0,1,0,2,0,0,1,0,0,6,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,2,0,0,0,1,0,5,0,0,1,1,2,0,0,0,1,0,0,0,2,0,8,0,4,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,1,0,105,,,,,,,,,,,"pcs",26,0,99,125,68,80
"141","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","February",2015,1547,"pfs",4636,4641,1067,206,0,10550,0.00627988525965093,"PFS Park Forest",23,3,21,4,0,8,1,26,5,27,5,3,0,10,1,25,0,23,1,12,2,43,4,0,0,0,78,4,8,2,28,4,6,0,25,2,12,4,9,1,100,2,14,1,17,12,37,0,23,6,0,0,33,3,21,5,41,9,17,2,10,0,5,0,13,5,4,2,9,2,49,3,71,3,2,1,44,7,20,1,5,0,2,0,10,1,8,4,1,11,2,22,2,6,0,11,2,0,1,3,1,84,8,103,12,10,1,15,0,0,11,2,1,1,2,2,12,3,1,0,12,3,7,1,0,0,16,12,22,7,11,0,14,2,24,0,0,9,4,5,2,0,3,0,19,1,1,1,63,24,0,2,9,5,49,3,1,0,62,5,1783,,,,,,,,,,,,,,,,1510,42
"142","PHS","Palos Heights Public Library","XBR","https://catalog.swanlibraries.net/phs","February",2015,1537,"phs",4207,4175,1244,151,0,9777,0.00581975717380163,"PHS Palos Heights",18,3,8,7,0,5,1,10,3,11,0,0,1,10,1,5,1,12,0,1,1,33,5,0,0,0,36,0,8,3,13,4,3,1,20,2,16,2,4,0,49,7,3,0,9,3,22,0,18,2,0,0,9,3,11,1,26,1,12,2,9,1,1,0,9,5,9,1,13,2,20,3,26,1,3,2,21,5,15,1,7,2,0,0,5,1,7,1,3,11,2,15,0,2,0,4,1,2,2,5,2,51,4,45,6,7,1,5,17,1,0,0,7,1,1,0,11,0,1,3,9,2,5,1,0,0,1,1,17,4,1,0,4,1,9,0,0,6,0,2,2,2,1,0,18,0,2,2,33,8,0,1,7,1,24,3,7,1,31,7,1019,,,,,,,,,,,"phs",150,0,22,172,1987,29
"143","PPS","Palos Park Public Library","XBR","https://catalog.swanlibraries.net/pps","February",2015,1495,"pps",885,883,315,14,0,2097,0.00124823880469081,"PPS Palos Park",11,0,3,0,0,2,0,1,1,7,1,2,1,3,1,2,0,3,0,3,0,6,0,0,0,0,12,0,3,1,2,1,1,0,4,2,1,4,5,1,19,2,2,0,5,4,9,0,2,1,0,0,2,0,8,1,9,2,6,0,3,0,0,2,4,1,0,1,0,0,6,1,14,2,0,0,10,2,4,1,2,1,1,0,4,0,3,0,2,1,2,3,0,1,0,2,1,1,1,5,0,13,0,13,3,1,1,2,2,2,4,5,0,0,1,0,10,1,0,0,3,2,1,0,0,0,3,0,1,1,2,0,1,0,4,1,0,1,0,3,0,1,1,0,5,0,0,0,13,3,0,0,5,0,5,0,3,0,10,4,368,,,,,,,,,,,,,,,,4987,15
